"id","submitdate","lastpage","startlanguage","LOSUJ","IgnacySlawekEkrPow","JanekEkrPow","WiktorEkrPow","StandardEkrPow","INSTRUKCJA","INSTRUKCJAZWYKLA","IntHARM","IntHELP","WoOHARM","WoOHELP","IOHARM","IOMHELP","helpWYM","harmWYM","licznikISTN","helpZROZ","harmZROZ","licznikZROZ","helpBEZSENS","harmBEZSENS","licznikSENS","HE1","HE2","HA1","HA2","HARMPRIMENV","HARMBISENV","HELPPRIMENV","HELPBISENV","HARMPRIMSTARVE","HARMBISSTARVE","HELPPRIMSTARVE","HELPBISSTARVE","Sadzi2wdrozenieHARM","Sadzi2wdrozenieHELP","Sadzi3stansieHARM","Sadzi3stansieHELP","ZROZMYSLEMHARM","ZROZMYSLEMHELP","UMYSLNIEHARM","UMYSLNIEHELP","RESPHARM","RESPHELP","RESPHARM2","RESPHELP2","G","Y","E","E[other]","F","H","IgnacySlawekEkrPoz","JanekEkrPoz","WiktorEkrPoz","StandardEkrPoz","BiKEkrPoz"
"2209","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2210","","1","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2211","","2","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2212","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1985.0000000000","A4","","A2","N","","","","",""
"2213","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","F","1982.0000000000","-oth-","mgr","A1","Y","","","","",""
"2214","","2","pl","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2215","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2216","1980-01-01 00:00:00","21","pl","4","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","M","1992.0000000000","A4","","A1","N","","","","",""
"2217","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","M","1987.0000000000","A4","","A2","Y","","","","",""
"2218","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1987.0000000000","A4","","A2","N","","","","",""
"2219","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","4","","","F","1975.0000000000","A4","","A2","N","","","","",""
"2220","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2221","","1","pl","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2222","1980-01-01 00:00:00","21","pl","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","","","4","","","F","1990.0000000000","A4","","A2","N","","","","",""
"2223","1980-01-01 00:00:00","21","pl","7","","","","","","","","","","","","","","","","","","","Y","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","3","","","F","1993.0000000000","A3","","A2","N","","","","",""
"2224","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2225","1980-01-01 00:00:00","21","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","F","1984.0000000000","A4","","A2","Y","","","","",""
"2226","","1","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2227","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2228","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1972.0000000000","-oth-","habilitacja","A2","N","","","","",""
"2229","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2230","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A5","A3","","","","","","","","","","","","","","","","","","","","","","","M","1989.0000000000","A4","","A1","N","","","","",""
"2231","1980-01-01 00:00:00","21","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","","","4","","","M","1972.0000000000","A3","","A2","N","","","","",""
"2232","","1","pl","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2233","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2234","","1","pl","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2235","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2236","1980-01-01 00:00:00","21","pl","2","","","","","","","","Y","","Y","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1960.0000000000","-oth-","ekonomiczne","A2","N","","","","",""
"2237","1980-01-01 00:00:00","21","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","N","","","","","","","","","","","","","","","F","1991.0000000000","A4","","A2","N","","","","",""
"2238","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2239","1980-01-01 00:00:00","21","pl","9","","","","","","","","","","","","","","","","","","","","","","A4","A1","","","","","","","","","","","","","","","","","","","","","","","F","2003.0000000000","A3","","A2","N","","","","",""
"2240","","1","pl","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2241","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1987.0000000000","A4","","A2","N","","","","",""
"2242","","1","pl","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2243","","1","pl","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2244","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","5","","M","1991.0000000000","A4","","A1","N","","","","",""
"2245","1980-01-01 00:00:00","21","pl","2","","","","","","","","N","","Y","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1981.0000000000","A4","","A2","Y","","","","",""
"2246","","1","pl","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2247","","1","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2248","","19","pl","6","","","","","","","","","","","","","","","","","Y","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"2249","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2250","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","F","1989.0000000000","A4","","A1","N","","","","",""
"2251","","2","pl","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2252","1980-01-01 00:00:00","21","pl","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","4","","M","1993.0000000000","A4","","A1","N","","","","",""
"2253","","19","pl","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","","","Y","","","","","","","","","","","","","","","","","","","","","","","",""
"2254","1980-01-01 00:00:00","21","pl","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","4","F","1992.0000000000","A3","","A1","N","","","","",""
"2255","","1","pl","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2256","1980-01-01 00:00:00","21","pl","1","","","","","","","Y","","N","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","M","1988.0000000000","A3","","A2","N","","","","",""
"2257","1980-01-01 00:00:00","21","pl","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","1","","","","F","1986.0000000000","A4","","A1","N","","","","",""
"2258","","1","pl","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
